smiles,esol,bbbp,hergc10,qed,NumHDonors,NumHAcceptors
CCCCC(=O)N(C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc(Br)ccc1OCC(=O)O)C(C)CCC,-5.1664,0.1914,0.3059,0.302331462,2,5
CCCCC(Oc1ccc(CC(C)(C)NC(=O)NC[C@@H](C)c2ccc(C)cc2)cc1)C(C)C,-6.6533,0.3048,0.3426,0.363683982,2,2
CC[C@H](CNC(=O)c1ccc(C(F)F)nc1)NCc1cccnc1-c1cc(Cl)ccc1Cl,-4.7107,0.5016,0.6555,0.41423333,2,4
CCCCC(c1cc(C)sc1C(=O)NC1CC(CNC(=O)[C@H]2CC=CCC2)C1)C(C)C,-5.9182,0.4483,0.7735,0.43700032,2,3
CCCCC(c1ccc(C(=O)NCC2CC(NC[C@@H](CC)OC)C2)c2c1CCC2)C(C)C,-5.6145,0.6077,0.9925,0.416273336,2,3
CC(C)Cc1cccc(-c2ccc3nc(-c4ccc(NC(=S)NC(=O)COc5ccc6ccccc6c5)cc4)sc3c2)c1,-7.3717,0.2854,0.3733,0.170685188,2,5
CCCCC(C(C)C)N1CCCC(CNC(=NCc2nc(C)c(C)s2)NCC)C1c1ccc(OC)cc1,-4.5829,0.4106,0.9737,0.243940269,2,5
C[C@@H]1CN(Cc2cccc(CNC(=O)NCc3ccc(C(=O)N4CCOCC4)cc3)c2)CCO1,-2.93,0.3236,0.0543,0.654826094,2,5
CCCCC(C(C)C)N1CC[C@@H](C(=O)NCCC2(CNC[C@@H](C)CC(C)C)CC2)C1,-4.388,0.7575,0.9965,0.387383061,2,3
C=C(O)C(C(C)C)C(Cc1ccc(NCCN)nc1)c1nn[nH]n1,-2.0336,0.4399,0.4838,0.5144962,4,7
CC(C)CCC1C(C)OC(=O)C(NC(=O)c2nccc(Oc3cc(Cl)ccc3Cl)c2O)CCCC1Oc1ccccc1,-6.4463,0.1042,0.9182,0.23886209,2,7
O=C(Nc1ccc(B(O)O)cc1O)c1cccc2cc[nH]c12,-4.0529,0.5968,0.0131,0.364034931,5,4
CC(C)Oc1ccc(Oc2cccc(-c3ccc(O)c(-c4nc5ccc(C(=O)[O-])cc5[nH]4)c3)n2)cc1,-6.3272,0.1301,0.2724,0.338417955,2,7
C[C@H](Nc1ccccn1)C(=O)NC1CCN(C2CCN(C(=O)[C@@H](O)Cc3ccccc3)CC2)CC1,-2.749,0.2257,0.2793,0.536297691,3,6
C[C@H]1CCN(C(=O)c2ccnc(F)c2)C[C@H]1CNCCC[NH+]=C(N)N,-1.7993,0.5226,0.1028,0.210127966,4,3
CCNC(=NCCc1ccccc1F)NCCNC(=O)CCc1cc(C)c(-c2ccc(F)cc2)c(C)c1,-4.0188,0.3667,0.9182,0.192739441,3,2
CCCCC(C(C)C)N(Cc1ccc(OC)cc1)C(=O)C[NH+](C)CC(=O)Nc1cc(Cl)ccc1OC,-5.1784,0.4965,0.9607,0.395515881,2,4
CCCCC(C(C)c1ccccc1)C(NC(=O)Nc1ccc(S(=O)(=O)Nc2nc(-c3ncccc3C)cc3cccnc23)cc1)c1ccccc1,-6.2778,0.2394,0.5125,0.110410316,3,6
CCCCC(C(C)C)N(Cc1csc(NC(=O)NCc2cccc(F)c2)n1)C(=O)c1cc(C)nn1C,-5.84,0.6259,0.5727,0.35327751,2,6
CC=CC=CC(C)Oc1ccc(OCc2ccccc2N(N)C(=O)N(C)N)nc1,-4.3655,0.5391,0.2723,0.306625013,2,6
O=C(NNC(=O)c1cc(Cl)ccc1-c1ccc(F)c(Br)c1)c1cnn(-c2ccc(Cl)cc2)c1,-6.6624,0.2796,0.8836,0.315893856,2,4
CC(C)(Nc1ccc(CCBr)cc1)C(=O)N1CCC(CC(=O)Nc2cc(CF)cc(C(F)(F)F)c2)CC1,-6.6314,0.4209,0.8867,0.258294948,2,3
CC(Br)=Cc1cccc(NC(=O)c2ccc(F)cc2)c1C(=O)NC[C@@H]1CCN(C(=O)CN2CCCCC2)[C@H]1c1cccnc1,-5.8095,0.5916,0.4304,0.291913763,2,5
O=C(NC[C@H]1CCN(C(=O)C(O)O)[C@H]1c1cccnc1)c1cc(F)c(Br)cc1Cl,-3.8851,0.2769,0.0476,0.444425084,3,5
C=CC(F)=C(O)SC(CC(=O)N1CCCC[C@H]1c1cc(NC(=O)c2ccc(Cl)nc2)n[nH]1)NC(=O)OCC,-5.4517,0.2663,0.0899,0.138011378,4,8
Cc1c(CN2CCCC[C@](C)(O)C2)ccc(B(O)O)c1Cl,-2.7401,0.6797,0.0254,0.730684398,3,4
CCC[NH2+]CCCC[NH+](C1=CCCC(c2ccc(-c3ccccc3)cc2)=NC(c2ccccc2)=N1)c1nc(-c2cc3ccccc3c3ccccc23)c2ccccc2n1,-7.132,0.4741,0.9809,0.090560189,2,4
COc1c(NC(=O)c2ccc(C)c(-n3cc(-c4cnc(C5CC5)n4C)nn3)c2)cc(C(C)(C)CO)cc1NS(C)(=O)=O,-4.7653,0.2049,0.2855,0.251303694,3,10
Cc1cc(C(=O)N[C@@H](C)c2ccc(Br)cc2F)c(B(O)O)o1,-3.7891,0.3808,0.03,0.715588312,3,4
O=C(NO)c1cc2c(CNCCOCCO)c[nH]c2cn1,-1.4886,0.4708,0.0269,0.260775548,5,6
CC(CO)N(C)C(=O)NC1(CC(=O)O)CCCCC1,-1.132,0.3668,0.0002,0.700879755,3,3
CC(C)Cc1cccc([C@@H](C)Oc2ccc(C#N)cc2NC(=O)NCc2ccccn2)c1,-6.2982,0.3712,0.4234,0.487868115,2,4
O=C(Nc1cccc(-c2nc(C3CC3)n[nH]2)c1)[C@@H]1CCCO[C@H]1c1cc(Cl)ccc1Cl,-6.031,0.6218,0.556,0.510509498,2,4
NC(=O)CNC(=O)C=C1SC(=Nc2cccc3ccccc23)N(c2cccc3ccccc23)C1=O,-5.6325,0.7042,0.3507,0.416839655,2,5
CC(C)Cc1cccc(-c2cc3c(cc2Cl)NC(=O)CC(c2cccc(-c4cc(N)ncn4)c2)=N3)c1,-6.0367,0.6107,0.5314,0.321555366,2,5
Cc1cc(C(=O)c2ccncc2B(O)O)cs1,-2.6114,0.5245,0.0345,0.606568145,2,5
C=CC(SC(CCNC(=O)NCc1cc2ccccc2[nH]1)c1ccc(OC)cc1)=C(O)F,-5.8861,0.3656,0.1648,0.232527291,4,4
CC(C)c1csc(Nc2cc(-n3c(C(C)NC(=O)OC(C)(C)C)nc4cccc(Cl)c4c3=O)n[nH]2)n1,-5.8894,0.3668,0.1423,0.293345986,3,9
CC[NH2+]C1CNC(=O)N(n2c3ccccc3c3cc(-c4ccc(N(c5ccccc5)c5cccc6c5sc5ccccc56)cc4)ccc32)C1,-6.5173,0.7967,0.896,0.179755647,2,4
CC(C)C(CCCC(F)(F)F)[C@@H](NCc1cc(O)nc(-c2ccccc2)n1)C(C)C,-4.467,0.5091,0.955,0.494402056,2,4
COCC(CO)NC(C)c1cccc(-n2cnnn2)c1,-1.09,0.4671,0.0999,0.757924279,2,7
CN1CCCC(C(=O)NC(CCCO)c2ccccc2)C1,-1.4994,0.8195,0.113,0.841862451,2,3
OB(O)Oc1ccc(OCC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,-5.8007,0.3591,0.417,0.333016881,2,4
Cc1[nH]nc(CCC(=O)NC2CNCCC2O)c1C,-1.0105,0.5425,0.0539,0.607278259,4,4
O=C(CNCc1cccnc1)NC(Cc1c[nH]c2ccccc12)C(=O)NCCc1ccccc1,-2.9958,0.433,0.4995,0.279496593,4,4
CCN(C(=O)C(C)NC(=O)OC(C)(C)C)C(C(=O)Nc1ccc2ccccc2c1)c1cccc(O)c1,-5.2151,0.1341,0.0615,0.431706592,3,5
COc1cccc(NC2(C(=O)N3C[C@H]4COC[C@@H](C3)[C@H]4NC(=O)c3ccon3)CCSCC2)c1,-4.8499,0.5462,0.0535,0.640688915,2,8
N[NH2+]CNC(=O)COC(=O)CCn1cnc2sccc2c1=O,-1.8715,0.8164,0.0397,0.23102442,3,8
CN1N=C(C(=O)NNC(=O)c2cc([N+](=O)[O-])cn2C)CCC1=O,-2.6032,0.337,0.0227,0.559456386,2,7
COc1ccc(C2CNC3N(OC)C23NC(=O)Nc2ccc(F)cc2)cc1,-3.4198,0.5744,0.6055,0.702261498,3,5
CC(C)Cc1cccc(-c2cc3[nH]c(-c4ccc(C(=O)NCCC[NH+]5CCOCC5)s4)nc3cc2Cl)c1,-5.863,0.4395,0.9861,0.267376516,3,4
Cc1ccc(N2CCCC2)c(C(=O)Nc2cnn(CC(=O)NC3CCCC3)c2)c1,-5.2725,0.3681,0.0414,0.787732469,2,5
CC(C)=C(F)C(=O)NC[C@H]1CCCN1c1cc(B(O)O)nc(C(C)C)n1,-3.5366,0.5077,0.0209,0.505974148,3,6
Cc1cnc(C(C)NC(=O)N2CCC(O)C23CCCC3)o1,-2.1195,0.4525,0.0045,0.875285069,2,4
CC(C)Oc1ccc(Oc2cc(O)ccc2Nc2nc3cc(C(=O)O)ccc3c3sccc23)cc1,-5.9765,0.1415,0.3155,0.209533103,3,7
CC[C@H](c1cccc(Cl)c1)C(C)(C)c1ccc(CCCC(=O)N[C@H](C)c2ccnc(O)c2)cc1,-5.7082,0.364,0.9233,0.325985997,2,3
Cc1cc(C(=O)N(C)Cc2csc(NC(=O)NCc3cccc(F)c3)n2)n(C)n1,-4.5781,0.6109,0.0699,0.646314682,2,6
CCCCC(c1c(C)cc(S(C)(=O)=O)cc1C(=O)NC1(C(=O)O)CCCCC1)C(C)C,-4.4413,0.1768,0.3993,0.559101228,2,4
CCCCC(c1cnc(N[C@@H]2CCc3ccccc3[C@H]2O)c(/C=C/C(=O)OC)c1)C(C)C,-5.9867,0.4237,0.6742,0.392082297,2,5
CC(C)c1cc(C(=O)NC[C@H](C)NCc2cncc(B(O)O)c2)no1,-1.9768,0.5483,0.0465,0.487854631,4,7
CCC(Br)=Cc1cccc(N(C(=O)O)C2C(=O)N3C(CC(C)(Oc4nccc5cc(OC)c(OC)cc45)C3(F)F)C(=O)NC3(C(=O)NS(=O)(=O)C4CC4)CC3C=CCCC(C)CC2C)c1C,-6.1465,0.1906,0.1116,0.124229496,3,10
CC(C)Cc1cccc(OCC2CC3C(=O)N(C4CCCCC4)C(=O)C3C3CC(c4ccc(O)cc4Cl)OC23O)c1,-6.7914,0.6147,0.3318,0.38687126,2,6
O=C(NCCO)NCn1cc(C(=O)N2CCO[C@]3(CCN(C(=O)c4nc5ccc(F)cn5n4)C3)C2)cn1,-3.2686,0.3618,0.0083,0.379832417,3,10
Cc1cc(F)ccc1C(=O)c1sc(B(O)O)cc1Br,-4.2379,0.3399,0.0538,0.661000209,2,4
CC(O)(CCO)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,-2.5411,0.2922,0.009,0.563801208,3,5
CCOC(=O)[C@H](C)NC(=S)Nc1nc(C)nc2sccc12,-4.051,0.5818,0.0209,0.659548557,2,6
CCC(CC)[C@H](CC(NC(=O)NCc1ccccc1OC(F)F)c1ccccc1)OC,-5.8308,0.6846,0.9344,0.452503161,2,3
CC(Nc1ccc(B(O)O)cc1Br)c1ccc([N+](=O)[O-])cc1,-4.5415,0.3253,0.0842,0.429154297,3,5
CCc1nnc(COC(=O)c2[nH]c(C)c(C(C)=O)c2B(O)O)o1,-2.6069,0.6667,0.0052,0.367820382,3,8
COC1CCN(c2cc(B(O)O)ncc2CNC(C)C)CC1,-2.0435,0.6298,0.0976,0.635908605,3,6
CC[C@H](c1cccc(Cl)c1)[C@@H](NC(=O)NCc1ccc2sccc2c1)[C@H]1CCCN(C2CCC2)C1,-5.8009,0.8402,0.8629,0.337461746,2,3
O=C1NC(=[NH+]c2cccc(C(=O)[O-])c2)SC1=Cc1ccc(Sc2cccc3cccnc23)c([N+](=O)[O-])c1,-6.0978,0.1443,0.2409,0.22122433,2,8
O=C(Cn1cnc(B(O)O)cc1=O)NCc1ccc(F)cc1,-2.6752,0.5955,0.0072,0.575924099,3,6
CC(C)Oc1ccc(Oc2ccc(Cl)c(CC(=O)N[C@H]3CCc4nc(NC(=O)c5cc(CO)on5)sc4C3)c2F)cc1,-5.6109,0.182,0.2148,0.214136752,3,9
CC(C)Cc1cccc([N@@H+](C)C(CNC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc4C3)c2)c2ccccc2)c1,-6.1417,0.4065,0.1952,0.278113575,2,3
C=C(C(N)C(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cnc[nH]1)C(=O)O)C(F)(F)F,-2.4382,0.2918,0.3264,0.211034863,6,5
CCc1ccc(C(=O)N[C@H]2CCC[C@H](NCc3cnc(-c4cc(Cl)ccc4Cl)s3)C2)o1,-5.0352,0.5901,0.9471,0.430542628,2,5
CC(C)Cc1cccc(Sc2cccc(NC(=O)Nc3cccc(-c4cc5ccccc5[nH]4)c3)c2)c1,-7.3712,0.4028,0.9337,0.212936845,3,2
COc1ccc(NC(=O)CNS(=O)(=O)c2ccc(C)s2)cc1Cl,-4.2277,0.254,0.0155,0.813568359,2,5
O=C(NCCCN1CCCC(CO)C1)N(Cc1ccccn1)C1CC1,-1.2587,0.7331,0.2146,0.705075177,2,4
CCNC(=NCc1cccc(C(=O)NC)c1)NCCCn1c(C)nc2ccccc21,-2.446,0.2665,0.6655,0.30516022,3,4
COC(=O)c1c(N)nc(CC2CC2)nc1B(O)O,-2.8206,0.6955,0.0176,0.43871153,3,7
Cc1ccc(NC(=O)CSc2ccccc2C)cc1NS(=O)(=O)c1ccccc1,-5.4732,0.1581,0.0035,0.530507892,2,4
C=CC(F)=C(O)SC(CC)CC(C)NCC(O)COc1cccc2c1C(C)C[NH+]2[O-],-2.8023,0.7448,0.9375,0.226545228,4,6
Cc1cc(C(=O)[O-])cc2cc(B(O)O)ccc12,-3.2779,0.2526,0.0004,0.65975838,2,4
CCOc1nc(=O)n(C2CC(O)C(CI)(N=[N+]=[N-])O2)cc1B(O)O,-2.3381,0.3487,0.0382,0.125383765,3,9
CCC(C)C1C(=O)Nc2ccc(N3CCC(NC(C)=O)C3)cc2-c2nc3cc(C(=O)NCc4cccc(C(F)(F)F)c4)ccc3n21,-6.0473,0.4919,0.2725,0.235057096,3,6
CC(C)(C)OC(=O)NC(CCc1ccco1)c1cccc(CC(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)CN2CCCC2)C3)c1Br,-4.7694,0.4196,0.2074,0.383035376,2,7
CCCCC(c1nc(N[C@@H](C)Cc2nc3ccccc3s2)ncc1C(=O)O)C(C)C,-5.2231,0.2944,0.601,0.428571637,2,6
Cc1cnn(CC2CN(C(=O)c3cc(B(O)O)sn3)CCO2)c1,-2.3279,0.4109,0.0135,0.685487146,2,8
COc1c(C(N)C(C)c2ccccc2)ccc(C)c1B(O)O,-2.0453,0.7308,0.0744,0.731158348,3,4
C=Nc1cccc(C)c1N(CNC(=C)C)C1CCCCN(C(=C)C2=C(C)OCCN2)C1,-4.3964,0.8658,0.949,0.478415009,2,6
CC(C(=O)O)=C(C)C(=O)Nc1cc(C(F)(F)F)ccc1B(O)O,-2.6066,0.2482,0.0098,0.481034847,4,4
CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(F)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1F,-3.1417,0.416,0.1611,0.278215221,5,10
COc1ccc(F)cc1C(O)=C1C(=O)C(=O)N(c2ccc(NC(C)=O)cc2)C1c1ccccc1,-5.7474,0.2035,0.2237,0.333918616,2,5
O=C(O)c1c(-c2ccc(F)cc2)nc2c(B(O)O)cccn12,-3.3116,0.3974,0.062,0.61291775,3,5
C=CC(C)c1cc(CC2CC(NC(=O)CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C(F)(F)F)c3ccccc3O2)c(Br)s1,-5.8749,0.173,0.461,0.166155077,2,5
CC(C)Cc1cccc(O[C@@H]2CCCC[C@@H]2C(=O)NC/C=C\CNc2nc3ccccc3o2)c1,-6.6738,0.5278,0.6575,0.376145033,2,5
Cc1c[nH]c(C=C2Nc3ccccc3C2=O)c1,-3.9017,0.8517,0.0774,0.731296451,2,2
COc1ccc(NC(=O)N2C[C@H](C(=O)O)[C@@H](C3CC3)C2)cc1,-2.9305,0.4462,0.0151,0.894106874,2,3
CC(C)Cc1cccc(Oc2ccc(C(=O)N[C@H](C(=O)N[C@H]3CS(=O)(=O)c4ccccc43)c3ccccc3)cc2)c1,-5.9948,0.168,0.6317,0.26606507,2,5
Cc1cnc2c(N)c(C(=O)NCC(C)c3cc(F)c(N4CC5CNCC(C4)O5)cc3F)sc2n1,-3.8313,0.423,0.0601,0.507003796,3,8
CCCCC(C)n1cc(B(O)O)nc1NC1CCCC1,-3.6167,0.6704,0.1738,0.663945254,3,5
NC(c1cccc(OC(F)F)c1)c1cc(B(O)O)ccc1F,-2.5176,0.6383,0.0899,0.724339991,3,4
Cc1ccc(B(O)O)c(CNCC2CCC(C(=O)O)CC2)c1,-1.9524,0.2572,0.0055,0.579688932,4,4
CC(C)Cc1cccc(Oc2cc(N3CCC(NCc4ccccc4)CC3)ccc2-c2nc3c(c(C4CCCCC4)nn3C)c(=O)[nH]2)c1,-6.5435,0.7177,0.9317,0.159705189,2,7
CC(C)Oc1ccc(Oc2ccc3c(c2)CC[C@@H](CC(=O)NC[C@@H]2OC[C@@H]4CCN(C(=O)C5CCC(CO)CC5)C[C@@H]42)C3)cc1,-5.5165,0.2163,0.2174,0.363152707,2,6
CCC(C)CCCC(CC)Cc1ccc(NC(=O)NC2CCN(S(=O)(=O)C(F)(F)F)CC2)cc1,-6.3881,0.6413,0.8829,0.392609528,2,3
CCOc1ccccc1CCNC(=NC)NC1CCN(c2ncccc2F)C1,-3.4353,0.5791,0.977,0.566729338,2,4
CC(C)Cc1cccc(-c2nc3cc(F)c(F)cc3n2-c2nc(=N)n(O)c(N)c2-c2ccc(OC(F)F)cc2)c1,-7.0598,0.3327,0.8295,0.170981689,3,8
CCCCC(C(C)C)n1cc([C@H](C)NC[C@@H](O)COc2cc(C)cc(C)c2)cn1,-3.9986,0.3701,0.9732,0.526639524,2,5
CC[C@H](CNC(=O)c1ncc(C)cc1C)NC(=O)c1ccc(C)s1,-4.19,0.6112,0.0417,0.845299137,2,4
CCCCCCC(C(=O)N1CC[C@H](CNC(=O)C(C)=O)[C@@H]1c1cccnc1)c1cccc(NC(=O)OC(C)(C)C)c1Br,-5.8803,0.6362,0.2027,0.200456888,2,6
CC(C)n1cnc(C(=O)NC[C@@H](C)NCc2nc(B(O)O)cs2)c1,-1.8223,0.2586,0.0548,0.47763957,4,8
CC(=O)[C@H]1C[C@H](CC(=O)Nc2nc(-c3ccc(-c4ccc(Cl)cc4I)cc3)n[nH]2)C1(C)C,-6.1716,0.6004,0.5165,0.362129978,2,4
CC(C)Cc1cccc(Oc2cccc3c2CC(NCCCCCCc2c[nH]c4ccc(F)cc24)CO3)c1,-5.9302,0.7926,0.9963,0.188359969,2,3
CCCCC(c1cnc2c(c1)CCCC2NCc1nc2c(CNCCc3cnc[nH]3)cccc2[nH]1)C(C)C,-3.2359,0.2642,0.9789,0.161854761,4,5
CNCc1scc(C)c1S(=O)(=O)NCc1ncn[nH]1,-1.9548,0.2187,0.0616,0.715731473,3,6
Cc1cccc(C)c1NC(=O)C1N(C(CO)CC(C)C)C(=O)C2C(C(=O)NCc3ccccc3)C3CCC21O3,-4.9851,0.1299,0.0063,0.458358947,3,5
CCOC(=O)NC1CCN(S(=O)(=O)c2ccc(F)cc2B(O)O)CC1,-2.8879,0.3299,0.0051,0.593371565,3,6
CCCC(C)(NC(=O)CC(C)(C)NS(=O)(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1)C(=O)[O-],-4.0609,0.2433,0.0216,0.454042815,2,7
CCCCC1CCC(c2cn(C)c3c(=O)[nH]c(-c4cc(S(=O)(=O)N5CCN(Cc6nn[nH]n6)CC5)ccc4OCC)nc23)CC1,-5.2931,0.3628,0.2047,0.249785422,2,10
CC(=Cc1c(F)cc(C(=O)Nc2nc(-c3cccc(C(CC(C)(C)C)Oc4cc(Cl)ccc4Cl)c3F)cs2)cc1F)C(=O)O,-7.1292,0.1731,0.5204,0.174180989,2,5
Cc1ccc(CCCC(=O)Nc2cnccc2C(=O)O)cc1,-3.9313,0.2683,0.0492,0.858719394,2,3
CCC(C)(C)CNC(=O)N(Cc1ccccc1)C[C@H](O)c1ccsc1,-4.3912,0.7765,0.0509,0.731576717,2,3
CCC[NH2+]CCCC[NH+](F)Cn1cc(Cc2ccc(F)c(F)c2F)cc(C(=O)CC(=O)C(=O)N2CCN(c3cccc4ccccc34)CC2)c1=O,-5.2808,0.7106,0.7148,0.035490443,2,6
C=CC(=CC=C(C)C)Cc1sc(NC(C)=O)cc1B(O)O,-3.5539,0.6965,0.0274,0.556049884,3,4
Cc1cccc(-c2cnc(NCCc3ccccc3)c(=O)n2CC(=O)NCc2ccc(N=CN)cc2)c1,-4.9833,0.345,0.5844,0.229143164,3,6
CC(=O)Nc1cc(Br)ccc1-c1ccc(C(=O)N2CCOc3ccc(-c4ccc5nc(C)[nH]c5c4)cc3C2)[nH]1,-5.5342,0.3116,0.6116,0.231148074,3,4
C=CC(=O)Nc1cccc(Nc2cc(-c3ccc(N4CCN([C@H](CC)c5cccc(Cl)c5)CC4)cc3)nc3[nH]ccc23)c1,-6.2484,0.4967,0.9463,0.151525375,3,5
Nc1ccc(B(O)O)cc1N1CCNCC1,-1.592,0.6693,0.0647,0.35541119,4,5
C=CCOc1ccccc1[C@@H](C)OCc1oc(B(O)O)nc1C,-3.5779,0.6434,0.0163,0.566917604,2,6
CC(C)(C)C1C(c2nnc(C(N)=[N+](Cl)Cl)n2C2CC2)C(c2ccc(F)c(F)c2)CCN1C(=O)O,-4.2806,0.8385,0.3213,0.352152174,2,4
Cc1cc(C)[n+]2[nH]c(=O)oc2c1C(N)=O,-1.1722,0.8393,0.0209,0.613918385,2,3
O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)COC3CCCCC3)C[C@@H]21)[C@@H]1Cc2[nH]nc(C(F)(F)F)c2C1,-4.8177,0.5194,0.0756,0.628403862,2,5
CCC(CC)[C@H](CCc1ccc(CNC(=O)Nc2nc3c(s2)C[C@H](C)CC3)cc1)OC,-6.2319,0.429,0.8407,0.475146495,2,4
CCCCC(C(C)C)N(C)[C@@H](CC)C(=O)NC[C@H](C)NCc1ccc(F)cc1C,-2.6236,0.7865,0.9722,0.500050074,2,3
CC(C)Oc1ccc(Oc2ccc(Nc3nn4c(N)c(C#N)c(-c5ccc(F)cc5)nc4c3C(N)=O)cc2)cc1,-6.8595,0.3913,0.4075,0.237369587,3,9
CC(O)C(N)C(=O)c1ccccc1C(=O)OCC(=O)N1c2ccccc2NC(=O)C1(C)C,-2.6509,0.4348,0.0309,0.457758948,3,7
NNCCCN1C[C@H]2[C@H](NC(=O)C[C@H]3CCCOC3)[C@H]2C1,-1.2248,0.9073,0.068,0.341513837,3,5
O=C(NCCc1c[nH]c2ccncc12)[C@H]1CCCC[C@@H]1CO,-2.8696,0.4761,0.0018,0.790379409,3,3
CC(COO)N1CCNCCN2CCN(CC1)C(=O)C2,-0.8206,0.8151,0.0119,0.507745069,2,6
CC(C)Cc1cccc(-c2cccc(NC(=O)CSCC(=O)N3CCc4[nH]c5ccccc5c4C3)c2)c1,-6.1221,0.558,0.7213,0.292186589,2,3
CCCCC(OCCN(c1cc2c(cc1N)CC(=O)N2)C(CC)CC)C(C)C,-5.0057,0.5604,0.9903,0.494251773,2,4
CCCCC(c1ccc(-c2nc(C)no2)cc1NC(=O)N[C@@H](CC)C(C)(C)O)C(C)C,-5.9762,0.3963,0.5373,0.45237095,3,5
Cc1nn(C2CCCCC2C(=O)O)c(B(O)O)c1C,-2.4702,0.479,0.0003,0.668909501,3,5
CCOC(=O)c1c(C)n(C)c2ccc(OC)c(NC(=O)C[NH+]3CCSCC3)c12,-3.9929,0.7465,0.3497,0.706505453,2,6
CCCc1cccc(Oc2cccc(OC)c2C(=O)NC2CNNC2C(=O)NC2CC[NH+](Cc3ccccc3)C2)c1,-4.2395,0.2221,0.969,0.246687958,5,6
Cc1cccnc1-c1cc2cccnc2c(NS(=O)(=O)c2ccc(NC(=O)NC(c3ccccc3)c3ccccc3)cc2)n1,-5.8138,0.22,0.3204,0.178256902,3,6
CCOOCC(=COCCC(=O)Nc1ccc2n[nH]nc2c1)C(C)=O,-3.6429,0.7306,0.0677,0.220833205,2,7
CCC(C)(CCn1c(=O)n(C)c2ccc(Nc3ccnc(Cl)c3N)cc21)Oc1cccc(I)c1,-6.6441,0.3578,0.9174,0.195177051,2,7
CSC1CCCC(NC(=O)CCOc2ccc(N)cc2)C1,-4.0059,0.7975,0.3761,0.793240372,2,4
CCCC(C)NC(=O)C1N(CCCNC(=O)c2ccc(Cl)s2)C(=O)C2C(C(=O)OCC)C3(C)CCC21O3,-4.7172,0.3078,0.0972,0.321305545,2,7
COc1ccc(-c2nc3cccc(B(O)O)n3c2N=O)cc1C,-4.4868,0.5414,0.0542,0.560570872,2,7
CCn1nc(Cn2cc(B(O)O)c(C)c2C)c2ccccc21,-3.4417,0.7418,0.1068,0.711380853,2,5
CC(c1ccc(-c2ccccc2)cc1)(C(N)CN)P(c1ccc2c(c1)C(c1ccccc1)(c1ccccc1)c1ccccc1-2)C1C=Cc2ccc3cccc4c3c2C1=CC4,-5.5435,0.6576,0.9481,0.14311248,2,2
CC[NH2+]C1CNC(=O)N(CN2CC(=O)NCCCCCOc3ccc(CCC(=O)N4CCN(c5ccccn5)CC4)cc3C2)C1,-2.4311,0.3044,0.0908,0.397823676,3,7
CC(C)CN(C[NH2+]N)C(=S)Nc1ccccc1,-2.3003,0.7551,0.7058,0.313415247,3,2
N=C(N)c1ccc(N2CC(CN3CCN(C(=O)Nc4ccc(Cl)cc4)CC3)OC2=O)cc1,-3.562,0.268,0.3107,0.47239682,3,5
O=C(NCc1cccc(B(O)O)c1)Nc1ccccc1S,-3.4103,0.3586,0.0089,0.431207773,5,4
C=C(C(=CC)C(F)(F)CC(=O)Nc1nc2c(s1)C[C@@H](NC(=O)CCCc1cccnc1)CC2)c1cccnc1,-4.5563,0.6154,0.3933,0.304617782,2,6
CCCCC(c1c(NC(=O)NC[C@@H]2CCCCC2(F)F)c(C)nn1-c1ccccc1)C(C)C,-6.5841,0.7356,0.0515,0.420842519,2,3
C[C@@H](CNC(=O)c1ccoc1B(O)O)NC(=O)CCC(F)(F)F,-1.9871,0.5822,0.0073,0.50351517,4,5
CC(C(N)=O)c1ccc(NS(C)(=O)=O)c(C(=O)NCc2ccccc2)c1,-3.2189,0.3708,0.0222,0.680560975,3,4
CN1CC=C(C=C2SC(=O)NC2=O)N=C1N1CCC(CNCc2ccnc(-c3ccco3)c2)CC1,-3.5377,0.3818,0.4732,0.592974682,2,9
CCCCC(C(C)C)S(=O)(=O)c1ccc(CCNC(=NC)NCc2cc(Cl)ccc2OC(F)F)cc1,-4.6926,0.2806,0.9575,0.245045545,2,4
CC(C)c1csc(Nc2cc(Cl)cc(Oc3c(Cl)ccc(CNC(=O)c4ncc(CO)[nH]4)c3F)c2)n1,-5.8222,0.1894,0.2878,0.192124551,4,7
CCCC(CC)c1c(OC2CN(C(=O)Cn3ccnc3)C2)ccc(CCB(O)O)c1O,-3.2368,0.2379,0.2465,0.472940819,3,7
